Tweet,Class
مضبيک هذک عمل جهدک تلحس لراجل,Non-Offensive
ترهدين,Non-Offensive
متمرد,Non-Offensive
صاحب مصنع خمر,Non-Offensive
نحبها ربي يهديها,Non-Offensive
وقتاه الدين برو مخيبكم,Non-Offensive
مخيبها فنان يبدى معندوش ادنى مستوى ثقافي يحاور يتكلم مقل حياه,Non-Offensive
لعنة ابن القحبة السوداء رضي هند عتبة,Offensive
خذهم بلدك والى المغرب والجزائر طيب يامضياف كريم رأفت لحالهم فنحن نريدهم الفيديو يثبت جرائهم,Offensive
كلامك صحيح الشاب بشير عمل هفوة كيجبد حكاية العورة التخلف هاذاكا,Non-Offensive
لله لايمثل منهج السلفي شاب خارجي جاهل امثاله كثير لابد تعليمهم المنهج الحق خوارج يعلموا ابوا يرموا السجن لتستريح شرهم البلاد والعباد,Non-Offensive
تونسي افتخر مصيبه يجب الشعب التونسي ينتفض انتفض امراه صفعة رجل وجهه صمت الشعب اثبت حاجته لقوانين الزنا والدعاره والشواذ,Non-Offensive
جات تحكي راهي تخباتش لبنان وقت الفيديز,Non-Offensive
ومخنث يتكلم رجولة,Offensive
ومتنساش الساطور هازو فيديه قدام اولادو,Non-Offensive
هههههههه ابله تلها بحربكم خليكم بعاد تعلم ليبيين يسكنو بلاش تونس حساب الشعب التونسي لاقي يسكن اسكت خير غليتو العيشة البلاد تتنظف قريب يرجع اتى,Non-Offensive
قصفها الشاب بشير خخخخخخخ,Non-Offensive
أخذت النصف ستأخذ النصيبين بلد يحب يخرج قشرته,Non-Offensive
جماعة شمس متربي شكلكم موبنة كيفو تنجم ميبون ومتربي وتبقينا العبدلي جديد جلغة يعطيه الصحة يتشبه بالمرا ميبون نيكمها كيحج سبعلاف مرة سخفوا حالو يمشي يتعلم الوبنة نقطة ترجعش للسطر,Offensive
سليمان زنداح شابو خو يعطيك تتمنى هالرجالة مخنث ويقلك متربي,Offensive
يعمل صرمك يهودي تمشي فيريس,Offensive
كريم الغربي عمرو لكان يضحك بسكيتش محترم ويتفرج الملاين وهذيك متعرفش تهدر,Non-Offensive
فيصل طحان,Offensive
تحبي خنثة هههههه باين جماعتو,Offensive
قولو الكلام القبر قدوم الملكين وقت السؤال قتها ينفع مال بنون اتا بقلب سليم,Non-Offensive
ضفادع فغانسا تفوه,Non-Offensive
رجال مستوي وعندك الحق شاب بشير كلش طرز الرفيع,Non-Offensive
معناها سلطان الغلة,Non-Offensive
المغاربة المرأة قديتيش خطبتي امرأة قوية الشخصية رجلا رجلا المغرب زبي ونوصي ناس قناة التونسية لاباقين يجيبوك باقينش نتفرجو,Offensive
صديقي اكبر كذاب ومنافق فيلسوف عنصرية تونس كذاب تونس يقولوش كحلة ويا الاسمر ويا الازرق وهاو قضاء عسكري عامل عنصرية وحدو شلاكة كبيرة عادي ويالف,Non-Offensive
لطفي مد رايو حر كذبش تنوفق شمس الدين يكذب يبين روحو شخص مليح متسامح كالعادة,Non-Offensive
ينزل النعلة الدين الملعون وانتضر عاقبتك,Offensive
النساء تموتو المخنثين امثال باشا يسموه متحبوش الراجل كلمتو,Offensive
والله ماتحشمي وعندك وجه تردي وتم قابلية الناس قلناها اب فمك منحشمش محقرك بالدات وتم يع يناجينا الحمد ربي راضي حقيرة,Offensive
لاحول بالله العلي العظيم ياربي تسترنا واللهم صلي وسلم نبينا محمد صلى وسلم,Non-Offensive
الحق والله يبهت,Non-Offensive
عبارة لهاية يلهوا الشعوب بيش مايفكروش القضايا المهمة الصحة والعمل والتعليم حسبى ونعم الوكيل,Non-Offensive
بارك اللة يااخي مصر وربنا ينتقم الغنوشي ومورو تجار الدين عشاقالنساء والمال والنساء والاطفالوالمناصب تركوا الدين وبحثوا المال والوناصب واتفقوا وناصروا الاخوان الخوارج كلاب اهل النار يبكون ويندبون سقوط الاخوانالمتناكين وتركوا تونس وشانها يريدون تدمير وسقوط تونس العنف والفوضي لينقضوا مرة اخري واللة يستطيعوا المرة الاولي يستطيعوا انشاء اللة تحية مصر لشرفاء واحرار تونس للشواذ والمثليين والقوادين تجار الدين,Offensive
اكيد ليبي كلب,Offensive
مسكينه تونس يأسف,Non-Offensive
قانون إستفتاء إنتخاب بالأغلبيه فالحل بسيط واضح وصريح فلكل أهله ومختصين مجاله,Non-Offensive
يعملو الديانة نتاعو بطاقة التعريف الهوية حالة صاحب الملكية مسيحي يقسم الورث ابنائو ينص الانجيل حالة مسلم يقسم الورث بالقران حالة يهودي يقسم بالتوراة يليق يدون الوثائق بطاقة الهوية مشكل,Non-Offensive
كارثة عظمى البرغوت القزم يتعالى متم توره كره الكافرون تونس عظمى اجرك الاسلام,Offensive
الحق الثعلب التونسييه قدرها ههههههه وجه مرا التونسيه ماسخ برشه,Offensive
تفوه تفوه فضحتونا العالم والله فاطرين شهر رمضان المعظم كلاب حسبنا ونعم الوكيل قالو منصوموش سخانة مازلتو مشفتوش النار وقودها الناس والحجارة اعدت للكافرين ياكفرة ياجهلة حضرو رواحكم للنار تونسية ومتغربة سنين نفكر اروحلها تونس,Offensive
توووووب شاب بشير ربي يوفقك,Non-Offensive
ابتغى الاسلام دينا يقبل الاخرة الخاسريييييييييين,Non-Offensive
يهوديان صهيونيان متطرفان,Non-Offensive
وحدك شاب بشير والله تونس تعبت بهالمارك فسدولنا التلفزة بالعرا والكفر,Non-Offensive
لطفي أكبر عطاي تفوووووو,Offensive
يخنيث تفو,Offensive
تونسي بحكم مولود عايش تونس نبقى اصولي مخلطة راسي بلاد واحدة تونس دزاير للانتخابات تونس فاهمها مليح البجبوج انتخبوه نص البلاد ملاين السن القانوني باه ينتخبو,Non-Offensive
ههههههههههه محلاكم خلي قلوبكم حنيني,Non-Offensive
قحبة الكلمة,Offensive
ههههههه اكبر عاهرات,Offensive
مايا المتعجرفه الخقوده متحبش افضل,Non-Offensive
اسلام شر مطلق ياكافر اقنع نفسك المحترقة الذليلة مثلا العلمانية أنجبت المخنثين أمثالك الخير المطلق تونس متقدمة تعيش رحمة دولة متخلفة الجزائر وتترجى سياحها وتتسول غازها وكهربائها وشعبها يعيش الويل فقر وتخلف أسيئ التونسيين الشرفاء الكلام ماقلته ينطبق شعبي الشعوب المسلمة تحسبون التقدم التخنث والسحاق واللواط والإباحة والخيانة وبيع العرض والشرف والدياثة وعبادة استعمرك وجعلك كلبا ووووو تقدم قرف ونذالة وعهر ظهرتم والحضارة الإسلامية القائمة الإسلام لعام شهد تلحس أقدامهم بالخير والتطور والتحضر تعيش الحضيض حشرات بإبراز الغرب,Offensive
دواعش تونس الوهابية يقتلوا المسلمين سوريا والعراق رئيسهم السبسي الكافر,Offensive
تافهة ساذجة,Offensive
بخصوص القرأن ممكن أرشدك قراءة تفسير القرأن لشيخ الشعراوي وممكن تضعه ميزان عقلك وترى القرأن وحي تأليف محمد,Non-Offensive
الجزائر والله نستعرف بشير تستهل,Non-Offensive
صاح المجانين لفرنسا رحعينا يهودنا تعالي خذي يهودك ههههههههههه نكره اليهود ديانتهم نكرههم خلفيتهم الصهيونية نكره بنو جلدتنا لانبطاحهم لخدمة الاستعمار الصهيونية,Offensive
أعرفك لقتلتك فأمثالك يجوز البقاء قيد الحياة,Offensive
